Temperature,Oxygen_Percentage,Soil_Quality,Water_Presence,UV_Radiation,Wind_Speed,Soil_Nutrients,Pressure,Solar_Radiation,Gravity
16.537102838702907,18.980387113477036,7.689173504775605,28.2791745555649,3.4900393687893794,1.6396447008643211,8.544279574025289,4.80523315938986,909.7875248133868,1.2349030186244259
22.26007518760282,27.86007534185167,7.381708218099268,89.9419090968733,4.588043801834132,4.616237400474859,2.673757002555922,5.190240537743362,533.018324848352,1.2602749490092298
28.165023619399424,12.530541455344014,3.689268445965841,10.744798223639885,4.749890130740194,4.21299790421547,9.513505613271029,0.8101377005020138,129.373311108371,0.8601561084191628
-3.211367962389491,11.069644701877198,4.659405074789442,37.61006485630121,7.503314391240456,6.007128629129337,2.5774051897437134,6.3202143911183235,1392.3344083496738,1.4182467053201355
-2.8678758921646477,24.590062067586512,0.6175430263923065,15.669230497968812,1.757791149555099,3.7521533963583997,3.0775020495481176,4.337983799061754,231.60149390779594,1.4085714793593587
3.65309673358459,19.835866836395056,7.201863062772015,11.56328517379861,3.325757260014198,0.18443732793312573,4.413432739385135,6.2610725476467195,1121.6869325323144,1.14071922728782
27.415528796415487,17.446084851529992,0.2899307908856874,2.0465451750038888,4.071182341836916,2.1039265309956576,5.5791202594542515,3.8432919098619935,1440.1868835335758,0.5413911297251776
28.455433539396907,24.46026169866211,1.9823939719722405,7.964467065281234,4.483154277975004,7.447206564400741,6.190802869668863,1.971983990492362,835.4891782441183,1.2682617940153935
-5.487289597578387,29.76373003971431,4.737654105536873,69.76107889895411,1.5238826163131924,2.342706762507143,2.799244126727208,7.787041908351552,922.7844200587107,1.3577619864097792
-4.5625628727467635,29.90252092540548,4.45589128525318,90.20720590703938,4.690157445932349,7.521931589842589,9.594247409936305,1.5689816808499124,938.5075710686955,1.2396302647638637
32.89930623610981,24.35688548845633,5.489708925075217,2.190396421163432,1.3274435648990346,6.376683025291379,9.210879114587552,2.4852378887926663,1081.848861082117,0.5303137241318219
33.74438996389281,27.355463428498922,2.1126838929167846,91.21184567697213,9.490463602165093,0.709002128266244,1.184669023997783,5.177525873671813,1317.6588169246013,1.2679683338748395
7.105850832797302,18.925415005125718,2.47121135099313,12.080073667452107,6.653481467121312,9.803456242948938,6.509323446193641,1.5722800019531424,1183.642831751188,1.3655778316785288
23.94843180630328,17.967823317869097,0.870425192712525,83.87679486774852,9.781946888153422,7.369288094992234,9.56349437416957,8.10884355514151,817.5310322724849,0.5701392422790773
16.778059052070525,10.895873719782847,6.246157553942602,81.18553709821387,6.868048503666737,2.615119140172534,4.723550545524797,9.429342098422428,1362.6840321563027,0.7416446872772003
34.73292885587462,18.267264642490872,2.1430968045422985,68.47263222827509,2.8723396095378373,7.546030516259822,0.8772749668056201,9.476742050824354,197.50532079354682,1.047657457371122
15.1748688402919,18.96063707339879,4.213793076227679,7.071104867078992,5.113710032656077,3.58699397289001,3.2690066867204393,9.653445350571205,616.9820731611525,0.5612620050519452
36.0049075337118,14.409429916153435,6.125414296969555,30.0771848139609,7.204611904388779,4.666513140665652,2.86832580581722,9.450640846052364,481.1089891909436,1.3383512526937587
