Time,Temperature,Precipitation,Sunlight,Soil_Quality,Crop_Type,Soil_Condition,Weather_Condition,Crop_Health
2025-01-01 00:00:00,26.546049214876625,82.04698866962173,9.712491024797567,3.4769747159268825,Wheat,Clay,Sunny,86.51759356075759
2025-01-01 06:00:00,21.990145670257547,55.497474200795835,7.774949428182859,4.938564998560877,Corn,Clay,Stormy,88.08098350695792
2025-01-01 12:00:00,30.927415503844728,14.357679526261535,3.879716312139414,7.799613140989081,Wheat,Sandy,Cloudy,79.55620491450057
2025-01-01 18:00:00,18.763751801519724,87.11869090969147,7.829695761976262,9.77149940790254,Wheat,Peaty,Cloudy,97.57714100114967
2025-01-02 00:00:00,25.94967392573067,77.06335439148333,9.073613653826555,3.1638295985783005,Wheat,Saline,Sunny,74.48664762805886
2025-01-02 06:00:00,17.02227392789296,61.79897850119557,3.1449993792905118,4.541327381707859,Wheat,Loamy,Sunny,95.63584863947966
2025-01-02 12:00:00,20.892595257912106,27.742822380244313,6.1402196165396905,8.826564784911444,Potato,Loamy,Sunny,87.29242470265834
2025-01-02 18:00:00,30.038434721141584,66.63102849186878,10.900062693707756,9.832782703247974,Wheat,Loamy,Stormy,87.16775881417757
2025-01-03 00:00:00,23.358292935393422,54.52432483619333,4.440769440039518,6.283836730831357,Potato,Peaty,Sunny,92.24488437676082
2025-01-03 06:00:00,15.356937174809545,59.87228160349717,7.486348032210278,9.56606382382263,Corn,Peaty,Windy,60.38017007376431
2025-01-03 12:00:00,25.100758584414276,6.440247805216092,8.573297682462556,9.788430986415293,Corn,Saline,Rainy,73.67404943219627
2025-01-03 18:00:00,27.08375426649697,83.12333806870039,11.390368685792618,8.513753470597637,Rice,Sandy,Stormy,99.54992100070659
2025-01-04 00:00:00,21.93792759962892,88.93643689521352,11.004643016640081,4.954505965764144,Soybean,Loamy,Cloudy,100.93742297422571
2025-01-04 06:00:00,20.40944381471923,10.192837235226548,11.631809483251848,6.980531961693604,Rice,Loamy,Stormy,74.19498993507354
2025-01-04 12:00:00,20.75272265408755,76.90604973150273,5.224418797022729,8.76852563047107,Wheat,Peaty,Windy,102.93716794299617
2025-01-04 18:00:00,15.211230157142541,18.926054511850786,10.061314940021667,5.849685357266724,Soybean,Loamy,Stormy,76.30852395737035
2025-01-05 00:00:00,34.12134883873196,40.15350630714305,5.525212690954194,5.308499669443469,Rice,Peaty,Rainy,93.80837499588272
2025-01-05 06:00:00,21.582412586754103,89.25362406222719,7.786719093813927,7.936669889089197,Rice,Peaty,Cloudy,107.32922960722978
2025-01-05 12:00:00,34.368267212942655,21.180146968322845,10.689056228287662,8.839300806619704,Wheat,Sandy,Stormy,85.5795256833684
2025-01-05 18:00:00,17.713837806086858,23.936231450868483,11.671026625186256,5.286379363620601,Potato,Sandy,Rainy,78.79673230273363
2025-01-06 00:00:00,24.395377064864494,76.47121052784155,4.091632992755774,3.011709307500715,Corn,Clay,Sunny,113.22002615682891
2025-01-06 06:00:00,19.307474200534426,22.31521109909783,10.26986547795673,5.605660098775553,Rice,Sandy,Cloudy,87.74526971112158
2025-01-06 12:00:00,21.544397853285492,84.19437496625287,10.379011076692661,8.67478832023929,Corn,Peaty,Cloudy,87.26925697422404
2025-01-06 18:00:00,33.17388730750112,69.36869785150384,9.308833163506254,7.1787590701505675,Wheat,Sandy,Sunny,76.82533403729357
2025-01-07 00:00:00,29.340932562587682,6.711142720629127,8.193379663056035,9.0702138953672,Soybean,Loamy,Sunny,90.72243303509181
2025-01-07 06:00:00,28.138774942433848,87.83213898702517,6.522824848458925,7.343695692485186,Corn,Saline,Rainy,105.2026309521554
2025-01-07 12:00:00,22.55684700550019,16.58897113729534,7.571667134373472,5.229481212414221,Potato,Peaty,Rainy,86.76487595346565
2025-01-07 18:00:00,28.043402217976777,21.006950706413498,10.967869785828164,4.980459499777153,Potato,Sandy,Cloudy,100.26975475482752
2025-01-08 00:00:00,34.77735925738726,36.92069439630612,3.0509322478033845,8.364601557259096,Corn,Clay,Windy,79.33355480066572
2025-01-08 06:00:00,23.369583204903666,43.17960771199804,8.901629055564356,4.961279738901992,Wheat,Saline,Stormy,83.75770026635278
2025-01-08 12:00:00,26.03508402043622,81.73373649362141,6.633128396957373,3.880475202801078,Rice,Peaty,Sunny,109.90519695547964
2025-01-08 18:00:00,28.007111131976252,52.630617173776216,5.13343345549732,9.170163853259185,Potato,Loamy,Cloudy,109.26654797523629
2025-01-09 00:00:00,16.495929686205287,62.73879993985872,6.921547813404531,8.96354732730292,Potato,Clay,Sunny,87.10565739697117
2025-01-09 06:00:00,20.09757216952293,84.42751832598421,9.681993789913832,9.850552713376441,Potato,Sandy,Stormy,76.53601992467325
2025-01-09 12:00:00,34.533165747842034,95.63560001964521,6.844047581689801,8.647068429730481,Wheat,Peaty,Rainy,87.40045024789995
2025-01-09 18:00:00,16.229417951502477,65.1191637955677,3.3401993966646506,6.730258885116354,Rice,Loamy,Cloudy,88.37380294433443
2025-01-10 00:00:00,19.243447154208898,40.71339979818943,4.1506455199804275,4.9534677772340885,Wheat,Loamy,Cloudy,65.66765934342223
2025-01-10 06:00:00,27.87993428979803,28.021131547564803,6.584597153500052,8.314430391936728,Corn,Saline,Rainy,94.02891507567551
2025-01-10 12:00:00,31.771775237048526,62.66625117029279,4.2677218657205795,5.528443332845415,Corn,Sandy,Windy,96.40197147377411
2025-01-10 18:00:00,18.202661138661846,71.80744043492888,10.3173110241226,5.983839568375651,Rice,Peaty,Sunny,77.42138160533952
2025-01-11 00:00:00,28.625725563596518,0.11841607815940014,4.73989581425441,7.567736726143554,Potato,Saline,Rainy,87.823734817578
2025-01-11 06:00:00,25.564517207728073,17.378231835665336,10.41035639427716,6.4769663391302865,Corn,Sandy,Rainy,108.77040020409612
2025-01-11 12:00:00,23.063250289397892,37.61241347507448,9.080795854144409,4.979014519959162,Corn,Saline,Cloudy,94.04368142497934
2025-01-11 18:00:00,22.956003374557383,5.575816689117863,11.929740352397875,5.8582325182890305,Rice,Peaty,Sunny,86.82595720730006
2025-01-12 00:00:00,29.546859213491857,46.16762897294531,8.729538310185736,5.8123139239661485,Potato,Sandy,Stormy,96.69999136470197
2025-01-12 06:00:00,20.62714437283446,99.7057594783696,10.1662731498322,6.733985325003068,Soybean,Clay,Rainy,92.39077343705239
2025-01-12 12:00:00,34.785612261404616,46.972022943824896,7.758706084419261,6.207663989824156,Wheat,Loamy,Cloudy,84.2499402749056
2025-01-12 18:00:00,16.23787239547349,5.860057880193315,7.841032945183503,7.000037663288441,Potato,Loamy,Rainy,83.02531845173988
2025-01-13 00:00:00,19.519978856964542,0.6959091180022248,7.300762720211741,5.049196661221411,Corn,Peaty,Stormy,96.58056758427324
2025-01-13 06:00:00,32.778786390220176,86.98748297166128,9.007846519435443,3.3782949678909726,Wheat,Clay,Stormy,66.01725559486154
2025-01-13 12:00:00,27.097333417991077,47.262398767921155,4.502726840266016,5.70767078586851,Soybean,Saline,Sunny,100.27818701479775
2025-01-13 18:00:00,17.15324136087541,14.606032248853163,9.275147222163774,4.422752282923371,Potato,Loamy,Stormy,96.34877021369977
2025-01-14 00:00:00,16.024747202625047,5.543127789823732,6.270111170283732,5.25983289788771,Wheat,Clay,Windy,89.51254851393934
2025-01-14 06:00:00,32.120512693343336,23.709118035063238,9.322332953724718,7.234595306864216,Wheat,Peaty,Stormy,80.14112821934778
